order_id,order_date,ship_date,ship_mode,customer_name,segment,state,country,market,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,shipping_cost,order_priority,year
TU-2014-8520,2014-12-15,2014-12-20,Standard Class,Michelle Arnett,Home Office,Kastamonu,Turkey,EMEA,EMEA,OFF-FIS-10004721,Office Supplies,Supplies,"Fiskars Box Cutter, Serrated",26,2,0.6,-18.084,2.26,High,2014
ES-2014-1406762,2014-12-15,2014-12-19,Standard Class,Kelly Andreada,Consumer,Champagne-Ardenne,France,EU,Central,OFF-LA-10003233,Office Supplies,Labels,"Avery Removable Labels, Alphabetical",16,3,0.5,-9.9,2.48,High,2014
ES-2014-5605089,2014-12-15,2014-12-19,Standard Class,Anthony Witt,Consumer,Hamburg,Germany,EU,Central,OFF-AR-10001269,Office Supplies,Art,"BIC Markers, Water Color",59,2,0.0,20.7,1.57,High,2014
IN-2014-14374,2014-12-15,2014-12-19,Standard Class,Erin Mull,Consumer,Gujarat,India,APAC,Central Asia,OFF-BI-10000721,Office Supplies,Binders,"Ibico Binder Covers, Recycled",112,8,0.0,4.32,10.2,High,2014
IN-2014-15333,2014-12-15,2014-12-20,Standard Class,Corey Catlett,Corporate,Victoria,Australia,APAC,Oceania,FUR-CH-10004584,Furniture,Chairs,"Office Star Steel Folding Chair, Set of Two",592,7,0.1,216.888,100.22,High,2014
MX-2014-127901,2014-12-15,2014-12-19,Standard Class,Aaron Bergman,Consumer,San Salvador,El Salvador,LATAM,Central,OFF-SU-10003892,Office Supplies,Supplies,"Acme Box Cutter, High Speed",151,6,0.0,75.6,10.79,Medium,2014
CA-2014-107629,2014-12-15,2014-12-15,Same Day,Dave Brooks,Consumer,Illinois,United States,US,Central,FUR-FU-10002298,Furniture,Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",266,6,0.6,-292.9872,42.9,High,2014
IN-2014-57571,2014-12-15,2014-12-16,First Class,Dean Braden,Consumer,Victoria,Australia,APAC,Oceania,FUR-FU-10000526,Furniture,Furnishings,"Deflect-O Frame, Durable",482,5,0.1,176.565,55.3,Critical,2014
MX-2014-127901,2014-12-15,2014-12-19,Standard Class,Aaron Bergman,Consumer,San Salvador,El Salvador,LATAM,Central,FUR-CH-10004669,Furniture,Chairs,"Novimex Executive Leather Armchair, Black",611,2,0.0,238.12,57.83,Medium,2014
US-2014-113992,2014-12-15,2014-12-20,Standard Class,Lena Creighton,Consumer,Texas,United States,US,Central,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,975,4,0.3,-97.4988,67.0,Medium,2014
US-2014-129546,2014-12-15,2014-12-19,Standard Class,Susan Gilcrest,Corporate,Buenos Aires,Argentina,LATAM,South,FUR-TA-10000750,Furniture,Tables,"Hon Round Table, Fully Assembled",414,4,0.7,-551.936,74.4,High,2014
IT-2014-5786031,2014-12-15,2014-12-17,Second Class,Craig Carreira,Consumer,Rhône-Alpes,France,EU,Central,TEC-AC-10002322,Technology,Accessories,"Memorex Memory Card, Bluetooth",307,3,0.0,64.35,74.58,Critical,2014
CA-2014-151799,2014-12-15,2014-12-19,Standard Class,Ben Ferrer,Home Office,Massachusetts,United States,US,East,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,527,2,0.3,-52.6582,75.37,High,2014
ES-2014-5481990,2014-12-15,2014-12-17,Second Class,Bruce Geld,Consumer,Brittany,France,EU,Central,OFF-BI-10002172,Office Supplies,Binders,"Acco Binding Machine, Recycled",309,6,0.0,77.04,89.02,Critical,2014
IR-2014-6370,2014-12-15,2014-12-18,First Class,Sean Christensen,Consumer,Lorestan,Iran,EMEA,EMEA,TEC-HEW-10004690,Technology,Copiers,"Hewlett Fax and Copier, High-Speed",764,4,0.0,183.36,91.04,High,2014
ES-2014-1406762,2014-12-15,2014-12-19,Standard Class,Kelly Andreada,Consumer,Champagne-Ardenne,France,EU,Central,FUR-CH-10002275,Furniture,Chairs,"Novimex Executive Leather Armchair, Adjustable",1473,8,0.6,-1694.592,93.64,High,2014
MX-2014-127061,2014-12-15,2014-12-17,Second Class,Cindy Chapman,Consumer,Maranhão,Brazil,LATAM,South,FUR-TA-10001289,Furniture,Tables,"Lesro Conference Table, Fully Assembled",458,1,0.2,57.26,100.1,Critical,2014
ES-2014-5481990,2014-12-15,2014-12-17,Second Class,Bruce Geld,Consumer,Brittany,France,EU,Central,FUR-FU-10001086,Furniture,Furnishings,"Advantus Frame, Black",667,6,0.0,133.2,125.29,Critical,2014
CA-2014-151799,2014-12-15,2014-12-19,Standard Class,Ben Ferrer,Home Office,Massachusetts,United States,US,East,TEC-CO-10002313,Technology,Copiers,Canon PC1080F Personal Copier,1200,2,0.0,467.9922,150.76,High,2014
US-2014-112725,2014-12-15,2014-12-21,Standard Class,Roland Murray,Consumer,Santo Domingo,Dominican Republic,LATAM,Caribbean,FUR-BO-10000087,Furniture,Bookcases,"Sauder Corner Shelving, Pine",178,3,0.4,-53.52,10.74,Medium,2014
ES-2014-5605089,2014-12-15,2014-12-19,Standard Class,Anthony Witt,Consumer,Hamburg,Germany,EU,Central,TEC-PH-10004823,Technology,Phones,"Nokia Smart Phone, Full Size",1272,2,0.0,546.96,187.69,High,2014
MX-2014-127061,2014-12-15,2014-12-17,Second Class,Cindy Chapman,Consumer,Maranhão,Brazil,LATAM,South,TEC-PH-10003580,Technology,Phones,"Apple Speaker Phone, Full Size",498,6,0.0,9.96,195.37,Critical,2014
IN-2014-74847,2014-12-15,2014-12-17,Second Class,Dave Brooks,Consumer,Sichuan,China,APAC,North Asia,TEC-PH-10004618,Technology,Phones,"Motorola Signal Booster, Cordless",2044,14,0.0,756.0,321.36,High,2014
US-2014-129546,2014-12-15,2014-12-19,Standard Class,Susan Gilcrest,Corporate,Buenos Aires,Argentina,LATAM,South,FUR-CH-10002093,Furniture,Chairs,"Harbour Creations Rocking Chair, Adjustable",179,3,0.4,-12.024,41.14,High,2014
IN-2014-11896,2014-12-15,2014-12-19,Second Class,Katharine Harms,Corporate,Guangdong,China,APAC,North Asia,FUR-BO-10001822,Furniture,Bookcases,"Dania Library with Doors, Metal",362,1,0.0,10.83,35.59,High,2014
IN-2014-66027,2014-12-15,2014-12-19,Standard Class,Susan Vittorini,Consumer,Jawa Timur,Indonesia,APAC,Southeast Asia,FUR-BO-10002387,Furniture,Bookcases,"Safco Library with Doors, Metal",2534,7,0.07,136.2375,163.3,Medium,2014
IN-2014-14374,2014-12-15,2014-12-19,Standard Class,Erin Mull,Consumer,Gujarat,India,APAC,Central Asia,OFF-SU-10002649,Office Supplies,Supplies,"Elite Shears, Serrated",393,9,0.0,145.53,32.71,High,2014
MX-2014-111647,2014-12-15,2014-12-19,Second Class,Mitch Gastineau,Corporate,México,Mexico,LATAM,North,TEC-PH-10003522,Technology,Phones,"Apple Headset, Full Size",249,5,0.0,111.8,33.16,High,2014
MX-2014-156160,2014-12-15,2014-12-19,Standard Class,Sibella Parks,Corporate,Querétaro,Mexico,LATAM,North,FUR-BO-10001969,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Pine",179,2,0.2,-42.568,11.25,Medium,2014
CA-2014-122595,2014-12-15,2014-12-21,Standard Class,Gary Mitchum,Home Office,Illinois,United States,US,Central,TEC-AC-10000474,Technology,Accessories,Kensington Expert Mouse Optical USB Trackball for PC or Mac,228,3,0.2,28.497,11.96,Medium,2014
ES-2014-5605089,2014-12-15,2014-12-19,Standard Class,Anthony Witt,Consumer,Hamburg,Germany,EU,Central,OFF-AR-10001529,Office Supplies,Art,"Binney & Smith Pencil Sharpener, Easy-Erase",168,6,0.0,18.36,12.58,High,2014
MX-2014-127061,2014-12-15,2014-12-17,Second Class,Cindy Chapman,Consumer,Maranhão,Brazil,LATAM,South,FUR-FU-10000251,Furniture,Furnishings,"Deflect-O Door Stop, Duo Pack",59,2,0.0,15.84,12.83,Critical,2014
ES-2014-5605089,2014-12-15,2014-12-19,Standard Class,Anthony Witt,Consumer,Hamburg,Germany,EU,Central,OFF-AR-10002255,Office Supplies,Art,"Boston Sketch Pad, Water Color",155,3,0.0,4.59,13.74,High,2014
ES-2014-5481990,2014-12-15,2014-12-17,Second Class,Bruce Geld,Consumer,Brittany,France,EU,Central,OFF-AR-10002433,Office Supplies,Art,"Stanley Pens, Easy-Erase",41,4,0.0,18.12,14.15,Critical,2014
MX-2014-156160,2014-12-15,2014-12-19,Standard Class,Sibella Parks,Corporate,Querétaro,Mexico,LATAM,North,OFF-AR-10002486,Office Supplies,Art,"Sanford Pencil Sharpener, Water Color",174,9,0.0,50.4,14.53,Medium,2014
CA-2014-151799,2014-12-15,2014-12-19,Standard Class,Ben Ferrer,Home Office,Massachusetts,United States,US,East,OFF-ST-10002790,Office Supplies,Storage,Safco Industrial Shelving,74,1,0.0,2.2155,12.03,High,2014
IZ-2014-6520,2014-12-15,2014-12-21,Standard Class,Logan Currie,Consumer,Al Basrah,Iraq,EMEA,EMEA,OFF-STA-10000244,Office Supplies,Art,"Stanley Sketch Pad, Fluorescent",366,8,0.0,58.32,16.9,Medium,2014
ES-2014-5481990,2014-12-15,2014-12-17,Second Class,Bruce Geld,Consumer,Brittany,France,EU,Central,OFF-ST-10004996,Office Supplies,Storage,"Tenex Trays, Blue",49,1,0.1,5.949,18.58,Critical,2014
ES-2014-5605089,2014-12-15,2014-12-19,Standard Class,Anthony Witt,Consumer,Hamburg,Germany,EU,Central,TEC-AC-10004269,Technology,Accessories,"Belkin Memory Card, USB",115,1,0.0,0.0,19.18,High,2014
ES-2014-5605089,2014-12-15,2014-12-19,Standard Class,Anthony Witt,Consumer,Hamburg,Germany,EU,Central,OFF-BI-10003917,Office Supplies,Binders,"Wilson Jones 3-Hole Punch, Recycled",255,9,0.0,76.41,23.56,High,2014
CA-2014-107629,2014-12-15,2014-12-15,Same Day,Dave Brooks,Consumer,Illinois,United States,US,Central,OFF-AR-10002987,Office Supplies,Art,Prismacolor Color Pencil Set,95,6,0.2,24.9984,24.69,High,2014
CA-2014-147333,2014-12-15,2014-12-21,Standard Class,Kelly Lampkin,Corporate,Arkansas,United States,US,South,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,160,4,0.0,70.312,25.83,Low,2014
IT-2014-5410095,2014-12-15,2014-12-21,Standard Class,Scot Coram,Corporate,Stockholm,Sweden,EU,North,OFF-BI-10003616,Office Supplies,Binders,"Avery Binding Machine, Clear",314,13,0.5,-238.68,27.42,Low,2014
IN-2014-14374,2014-12-15,2014-12-19,Standard Class,Erin Mull,Consumer,Gujarat,India,APAC,Central Asia,TEC-AC-10001352,Technology,Accessories,"SanDisk Numeric Keypad, Bluetooth",111,2,0.0,12.12,15.11,High,2014
IZ-2014-6520,2014-12-15,2014-12-21,Standard Class,Logan Currie,Consumer,Al Basrah,Iraq,EMEA,EMEA,OFF-ELD-10000151,Office Supplies,Storage,"Eldon File Cart, Industrial",256,2,0.0,30.66,32.61,Medium,2014
IN-2014-64753,2014-12-16,2014-12-20,Standard Class,Emily Burns,Consumer,Gujarat,India,APAC,Central Asia,OFF-AR-10000387,Office Supplies,Art,"Sanford Highlighters, Water Color",38,2,0.0,16.98,3.06,High,2014
SA-2014-2790,2014-12-16,2014-12-20,Standard Class,Richard Eichhorn,Consumer,Ar Riyad,Saudi Arabia,EMEA,EMEA,OFF-STO-10001239,Office Supplies,Fasteners,"Stockwell Clamps, Metal",19,1,0.0,0.36,3.48,High,2014
ES-2014-2823477,2014-12-16,2014-12-16,Same Day,Maya Herman,Corporate,Ile-de-France,France,EU,Central,OFF-EN-10003854,Office Supplies,Envelopes,"Jiffy Clasp Envelope, Security-Tint",11,1,0.0,1.74,3.83,Critical,2014
IT-2014-2436545,2014-12-16,2014-12-21,Standard Class,MaryBeth Skach,Consumer,England,United Kingdom,EU,North,OFF-AR-10001777,Office Supplies,Art,"Binney & Smith Sketch Pad, Water Color",74,3,0.5,-25.29,4.76,Medium,2014
EG-2014-5490,2014-12-16,2014-12-20,Standard Class,Keith Herrera,Consumer,Al Iskandariyah,Egypt,Africa,Africa,OFF-BOS-10002340,Office Supplies,Art,"Boston Markers, Blue",53,2,0.0,21.6,4.77,Medium,2014
ES-2014-3655961,2014-12-16,2014-12-21,Standard Class,Phillip Breyer,Corporate,Ile-de-France,France,EU,Central,OFF-PA-10000450,Office Supplies,Paper,"Green Bar Note Cards, Multicolor",68,2,0.0,27.78,4.86,Medium,2014
NI-2014-2140,2014-12-16,2014-12-21,Standard Class,Matt Collins,Consumer,Lagos,Nigeria,Africa,Africa,OFF-CAR-10003030,Office Supplies,Binders,"Cardinal Index Tab, Economy",3,1,0.7,-2.112,0.17,Medium,2014
MX-2014-135167,2014-12-16,2014-12-20,Second Class,Chuck Magee,Consumer,Chiapas,Mexico,LATAM,North,OFF-EN-10003577,Office Supplies,Envelopes,"GlobeWeis Manila Envelope, with clear poly window",62,3,0.0,4.92,5.5,Medium,2014
EG-2014-5490,2014-12-16,2014-12-20,Standard Class,Keith Herrera,Consumer,Al Iskandariyah,Egypt,Africa,Africa,OFF-BIC-10000041,Office Supplies,Art,"BIC Markers, Blue",106,4,0.0,2.04,5.72,Medium,2014
ID-2014-83499,2014-12-16,2014-12-17,First Class,Roy Französisch,Consumer,Auckland,New Zealand,APAC,Oceania,OFF-EN-10003729,Office Supplies,Envelopes,"Kraft Manila Envelope, Recycled",30,2,0.4,-4.572,6.48,High,2014
ES-2014-5735654,2014-12-16,2014-12-20,Standard Class,Steven Ward,Corporate,England,United Kingdom,EU,North,OFF-LA-10003283,Office Supplies,Labels,"Harbour Creations Removable Labels, Adjustable",50,6,0.0,6.84,6.51,High,2014
ID-2014-71403,2014-12-16,2014-12-20,Standard Class,Luke Schmidt,Corporate,Jawa Barat,Indonesia,APAC,Southeast Asia,OFF-LA-10000732,Office Supplies,Labels,"Novimex Round Labels, 5000 Label Set",25,7,0.47,-7.6314,2.8,Medium,2014
CA-2014-154116,2014-12-16,2014-12-20,Standard Class,Khloe Miller,Consumer,California,United States,US,West,OFF-AP-10000027,Office Supplies,Appliances,Hoover Commercial SteamVac,54,4,0.0,16.296,6.72,High,2014
SU-2014-7720,2014-12-16,2014-12-21,Second Class,Naresj Patel,Consumer,White Nile,Sudan,Africa,Africa,OFF-GRE-10003943,Office Supplies,Paper,"Green Bar Message Books, Multicolor",50,2,0.0,24.18,5.25,Medium,2014
NI-2014-2140,2014-12-16,2014-12-21,Standard Class,Matt Collins,Consumer,Lagos,Nigeria,Africa,Africa,FUR-OFF-10001661,Furniture,Chairs,"Office Star Chairmat, Red",39,2,0.7,-39.528,2.5,Medium,2014
MX-2014-152345,2014-12-16,2014-12-19,First Class,John Dryer,Consumer,Masaya,Nicaragua,LATAM,Central,OFF-BI-10000517,Office Supplies,Binders,"Acco Binder, Durable",22,2,0.0,11.08,0.96,High,2014
IN-2014-84353,2014-12-16,2014-12-20,Standard Class,Joseph Holt,Consumer,New South Wales,Australia,APAC,Oceania,FUR-FU-10000669,Furniture,Furnishings,"Eldon Stacking Tray, Duo Pack",32,1,0.0,2.52,2.39,Medium,2014
ES-2014-1817870,2014-12-16,2014-12-19,Second Class,Ionia McGrath,Consumer,Valenciana,Spain,EU,South,OFF-ST-10001358,Office Supplies,Storage,"Rogers Folders, Wire Frame",54,2,0.1,0.588,7.07,High,2014
NI-2014-3670,2014-12-16,2014-12-21,Standard Class,Andy Gerbode,Corporate,Lagos,Nigeria,Africa,Africa,OFF-ACC-10000218,Office Supplies,Binders,"Acco Hole Reinforcements, Durable",2,1,0.7,-1.902,0.21,Medium,2014
NI-2014-3670,2014-12-16,2014-12-21,Standard Class,Andy Gerbode,Corporate,Lagos,Nigeria,Africa,Africa,OFF-EAT-10004051,Office Supplies,Paper,"Eaton Memo Slips, Recycled",4,1,0.7,-6.705,0.34,Medium,2014
IZ-2014-4610,2014-12-16,2014-12-21,Second Class,Jenna Caffey,Consumer,Arbil,Iraq,EMEA,EMEA,OFF-IBI-10003732,Office Supplies,Binders,"Ibico Hole Reinforcements, Durable",8,1,0.0,2.37,0.36,Medium,2014
CA-2014-136063,2014-12-16,2014-12-20,Standard Class,Saphhira Shifley,Corporate,Illinois,United States,US,Central,OFF-AR-10000823,Office Supplies,Art,Newell 307,10,7,0.2,1.0192,0.59,Medium,2014
ID-2014-71403,2014-12-16,2014-12-20,Standard Class,Luke Schmidt,Corporate,Jawa Barat,Indonesia,APAC,Southeast Asia,OFF-AR-10002665,Office Supplies,Art,"Binney & Smith Markers, Easy-Erase",36,2,0.27,-10.2744,0.64,Medium,2014
EG-2014-5490,2014-12-16,2014-12-20,Standard Class,Keith Herrera,Consumer,Al Iskandariyah,Egypt,Africa,Africa,OFF-BOS-10001348,Office Supplies,Art,"Boston Pencil Sharpener, Water Color",32,1,0.0,16.05,2.42,Medium,2014
ES-2014-4639645,2014-12-16,2014-12-20,Standard Class,Adam Shillingsburg,Consumer,Castile and León,Spain,EU,South,OFF-LA-10004332,Office Supplies,Labels,"Novimex File Folder Labels, Adjustable",12,2,0.0,2.46,0.75,High,2014
SA-2014-2790,2014-12-16,2014-12-20,Standard Class,Richard Eichhorn,Consumer,Ar Riyad,Saudi Arabia,EMEA,EMEA,OFF-STA-10001895,Office Supplies,Art,"Stanley Pens, Easy-Erase",10,1,0.0,4.53,1.47,High,2014
CA-2014-119564,2014-12-16,2014-12-21,Standard Class,Paul Lucas,Home Office,Washington,United States,US,West,FUR-FU-10003096,Furniture,Furnishings,"Master Giant Foot Doorstop, Safety Yellow",23,3,0.0,9.7911,1.6,Medium,2014
CA-2014-154116,2014-12-16,2014-12-20,Standard Class,Khloe Miller,Consumer,California,United States,US,West,OFF-PA-10004569,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",23,3,0.0,10.7301,1.83,High,2014
ID-2014-71403,2014-12-16,2014-12-20,Standard Class,Luke Schmidt,Corporate,Jawa Barat,Indonesia,APAC,Southeast Asia,OFF-EN-10002613,Office Supplies,Envelopes,"Ames Clasp Envelope, Security-Tint",20,4,0.47,-13.488,1.87,Medium,2014
ES-2014-3655961,2014-12-16,2014-12-21,Standard Class,Phillip Breyer,Corporate,Ile-de-France,France,EU,Central,OFF-EN-10002065,Office Supplies,Envelopes,"Ames Clasp Envelope, Set of 50",36,5,0.0,16.2,1.87,Medium,2014
