order_id,order_date,ship_date,ship_mode,customer_name,segment,state,country,market,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,shipping_cost,order_priority,year
CA-2014-137456,2014-12-22,2014-12-22,Same Day,Rick Bensley,Home Office,Nebraska,United States,US,Central,FUR-FU-10001940,Furniture,Furnishings,Staples,16,2,0.0,7.0048,1.94,Medium,2014
MX-2014-130071,2014-12-22,2014-12-24,First Class,Cassandra Brandow,Consumer,Las Tunas,Cuba,LATAM,Caribbean,OFF-PA-10000752,Office Supplies,Paper,"Xerox Note Cards, Premium",70,4,0.0,28.8,13.26,Critical,2014
US-2014-122322,2014-12-22,2014-12-29,Standard Class,Philip Brown,Consumer,Buenos Aires,Argentina,LATAM,South,FUR-CH-10000885,Furniture,Chairs,"Hon Executive Leather Armchair, Adjustable",919,5,0.4,-168.54,77.44,Medium,2014
CA-2014-106782,2014-12-22,2014-12-28,Standard Class,Liz Preis,Consumer,Indiana,United States,US,Central,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,375,1,0.0,18.767,14.98,Medium,2014
IN-2014-17489,2014-12-22,2014-12-26,Standard Class,David Flashing,Consumer,Jawa Timur,Indonesia,APAC,Southeast Asia,OFF-BI-10004651,Office Supplies,Binders,"Cardinal Binding Machine, Clear",163,4,0.17,57.0036,14.21,Medium,2014
MX-2014-120026,2014-12-22,2014-12-24,First Class,Steve Chapman,Corporate,San Salvador,El Salvador,LATAM,Central,FUR-CH-10002033,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Adjustable",1270,4,0.0,355.44,333.15,High,2014
CA-2014-138380,2014-12-22,2014-12-26,Standard Class,Yana Sorensen,Corporate,California,United States,US,West,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,1000,7,0.0,290.0058,172.55,High,2014
IN-2014-44789,2014-12-22,2014-12-24,First Class,Joni Blumstein,Consumer,Guizhou,China,APAC,North Asia,TEC-MA-10001627,Technology,Machines,"Konica Printer, White",533,2,0.0,207.66,142.38,Critical,2014
IN-2014-44789,2014-12-22,2014-12-24,First Class,Joni Blumstein,Consumer,Guizhou,China,APAC,North Asia,TEC-PH-10003572,Technology,Phones,"Apple Office Telephone, VoIP",261,4,0.0,107.16,82.96,Critical,2014
ES-2014-5566428,2014-12-22,2014-12-26,Standard Class,Deborah Brumfield,Home Office,Bavaria,Germany,EU,Central,TEC-PH-10004810,Technology,Phones,"Samsung Speaker Phone, Full Size",1121,9,0.0,268.92,64.53,Medium,2014
CA-2014-165841,2014-12-22,2014-12-29,Standard Class,Dean Braden,Consumer,New Jersey,United States,US,East,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,282,3,0.0,78.9516,40.87,Low,2014
ES-2014-5566428,2014-12-22,2014-12-26,Standard Class,Deborah Brumfield,Home Office,Bavaria,Germany,EU,Central,TEC-AC-10003335,Technology,Accessories,"SanDisk Memory Card, Erganomic",661,6,0.0,118.98,31.87,Medium,2014
IN-2014-44789,2014-12-22,2014-12-24,First Class,Joni Blumstein,Consumer,Guizhou,China,APAC,North Asia,TEC-MA-10002471,Technology,Machines,"Epson Phone, Durable",243,3,0.0,121.59,31.7,Critical,2014
MX-2014-120026,2014-12-22,2014-12-24,First Class,Steve Chapman,Corporate,San Salvador,El Salvador,LATAM,Central,FUR-FU-10003886,Furniture,Furnishings,"Tenex Photo Frame, Black",104,3,0.0,43.5,25.73,High,2014
MX-2014-107832,2014-12-22,2014-12-25,First Class,Shaun Chance,Corporate,Santa Ana,El Salvador,LATAM,Central,TEC-AC-10001765,Technology,Accessories,"Enermax Memory Card, Bluetooth",229,3,0.0,11.4,45.51,Medium,2014
SU-2014-6350,2014-12-22,2014-12-28,Standard Class,Grant Thornton,Corporate,Khartoum,Sudan,Africa,Africa,TEC-STA-10000008,Technology,Machines,"StarTech Calculator, Wireless",320,8,0.0,18.96,21.47,Medium,2014
MO-2014-940,2014-12-22,2014-12-27,Second Class,Matt Collins,Consumer,Rabat-Salé-Zemmour-Zaer,Morocco,Africa,Africa,OFF-BIN-10004563,Office Supplies,Art,"Binney & Smith Pencil Sharpener, Easy-Erase",112,4,0.0,12.24,15.14,Medium,2014
US-2014-131450,2014-12-22,2014-12-27,Standard Class,Tony Chapman,Home Office,Santa Catarina,Brazil,LATAM,South,TEC-CO-10000266,Technology,Copiers,"Canon Copy Machine, Color",350,5,0.602,-151.2172,23.92,Medium,2014
CA-2014-165841,2014-12-22,2014-12-29,Standard Class,Dean Braden,Consumer,New Jersey,United States,US,East,OFF-PA-10001144,Office Supplies,Paper,Xerox 1913,166,3,0.0,79.8912,17.58,Low,2014
MO-2014-940,2014-12-22,2014-12-27,Second Class,Matt Collins,Consumer,Rabat-Salé-Zemmour-Zaer,Morocco,Africa,Africa,FUR-ADV-10000183,Furniture,Furnishings,"Advantus Photo Frame, Black",318,6,0.0,3.06,18.03,Medium,2014
MO-2014-940,2014-12-22,2014-12-27,Second Class,Matt Collins,Consumer,Rabat-Salé-Zemmour-Zaer,Morocco,Africa,Africa,TEC-BEL-10002476,Technology,Accessories,"Belkin Router, Bluetooth",259,1,0.0,10.35,18.09,Medium,2014
SF-2014-540,2014-12-22,2014-12-28,Standard Class,Ken Brennan,Corporate,Gauteng,South Africa,Africa,Africa,OFF-STA-10000247,Office Supplies,Art,"Stanley Canvas, Fluorescent",203,4,0.0,64.92,17.48,Medium,2014
CA-2014-109589,2014-12-22,2014-12-25,First Class,Brian Derr,Consumer,Kentucky,United States,US,South,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,71,4,0.0,27.69,19.15,Critical,2014
US-2014-156104,2014-12-22,2014-12-25,First Class,Roy Französisch,Consumer,Panama,Panama,LATAM,Central,OFF-AP-10001723,Office Supplies,Appliances,"Hoover Blender, Black",76,2,0.4,-8.912,20.47,High,2014
ES-2014-5566428,2014-12-22,2014-12-26,Standard Class,Deborah Brumfield,Home Office,Bavaria,Germany,EU,Central,TEC-PH-10003137,Technology,Phones,"Nokia Signal Booster, Cordless",279,2,0.0,83.58,20.51,Medium,2014
CA-2014-150910,2014-12-23,2014-12-29,Standard Class,Jack Lebron,Consumer,Tennessee,United States,US,South,OFF-AP-10003266,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",59,5,0.2,16.291,4.32,Medium,2014
CA-2014-6550,2014-12-23,2014-12-25,Second Class,Stuart Van,Corporate,Quebec,Canada,Canada,Canada,OFF-ENE-10002784,Office Supplies,Paper,"Enermax Parchment Paper, Multicolor",34,2,0.0,10.08,3.42,Critical,2014
CA-2014-104927,2014-12-23,2014-12-27,Standard Class,Alex Grayson,Consumer,Texas,United States,US,Central,OFF-PA-10000176,Office Supplies,Paper,Xerox 1887,76,5,0.2,26.558,3.62,Medium,2014
ES-2014-3352897,2014-12-23,2014-12-29,Standard Class,Carl Weiss,Home Office,England,United Kingdom,EU,North,OFF-BI-10002990,Office Supplies,Binders,"Acco Index Tab, Clear",54,7,0.1,3.444,3.76,Medium,2014
CA-2014-150910,2014-12-23,2014-12-29,Standard Class,Jack Lebron,Consumer,Tennessee,United States,US,South,TEC-AC-10001013,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,47,2,0.2,7.6154,3.93,Medium,2014
ES-2014-5631536,2014-12-23,2014-12-28,Standard Class,Ken Heidel,Corporate,England,United Kingdom,EU,North,OFF-BI-10002225,Office Supplies,Binders,"Cardinal Binding Machine, Durable",51,1,0.0,17.94,3.93,Medium,2014
CA-2014-6810,2014-12-23,2014-12-23,Same Day,Vivian Mathis,Consumer,Manitoba,Canada,Canada,Canada,OFF-BIC-10004826,Office Supplies,Art,"BIC Canvas, Easy-Erase",54,1,0.0,18.33,4.2,Medium,2014
MX-2014-139318,2014-12-23,2014-12-29,Standard Class,Jenna Caffey,Consumer,São Paulo,Brazil,LATAM,South,OFF-SU-10000926,Office Supplies,Supplies,"Acme Trimmer, Easy Grip",92,3,0.0,34.14,4.22,Low,2014
IT-2014-1768456,2014-12-23,2014-12-27,Standard Class,Juliana Krohn,Consumer,Porto,Portugal,EU,South,OFF-FA-10003744,Office Supplies,Fasteners,"Stockwell Thumb Tacks, Assorted Sizes",33,6,0.5,-9.9,2.84,Medium,2014
ID-2014-42717,2014-12-23,2014-12-27,Standard Class,Craig Leslie,Home Office,National Capital,Philippines,APAC,Southeast Asia,OFF-BI-10003367,Office Supplies,Binders,"Wilson Jones Binder, Recycled",102,9,0.15,34.857,4.55,Medium,2014
CG-2014-5460,2014-12-23,2014-12-27,Standard Class,Tom Ashbrook,Home Office,Kasai-Oriental,Democratic Republic of the Congo,Africa,Africa,OFF-FEL-10003848,Office Supplies,Storage,"Fellowes Trays, Industrial",116,2,0.0,27.72,6.15,Medium,2014
US-2014-101714,2014-12-23,2014-12-30,Standard Class,Becky Martin,Consumer,Bahia,Brazil,LATAM,South,OFF-EN-10004173,Office Supplies,Envelopes,"Jiffy Manila Envelope, Set of 50",35,5,0.6,-16.52,4.62,Low,2014
ES-2014-5449438,2014-12-23,2014-12-28,Standard Class,Sam Craven,Consumer,Bavaria,Germany,EU,Central,OFF-AR-10002783,Office Supplies,Art,"Stanley Pencil Sharpener, Water Color",50,2,0.0,3.0,4.79,Medium,2014
IN-2014-71480,2014-12-23,2014-12-27,Standard Class,Paul Van Hugh,Home Office,Victoria,Australia,APAC,Oceania,OFF-SU-10000618,Office Supplies,Supplies,"Acme Trimmer, High Speed",80,2,0.1,24.024,4.81,High,2014
ID-2014-53840,2014-12-23,2014-12-27,Second Class,Mark Haberlin,Corporate,Queensland,Australia,APAC,Oceania,OFF-FA-10003817,Office Supplies,Fasteners,"Stockwell Clamps, Metal",34,2,0.1,-1.572,4.86,High,2014
IN-2014-48814,2014-12-23,2014-12-30,Standard Class,Maria Etezadi,Home Office,New South Wales,Australia,APAC,Oceania,FUR-FU-10002848,Furniture,Furnishings,"Advantus Stacking Tray, Black",48,2,0.1,10.554,4.88,Low,2014
IN-2014-82176,2014-12-23,2014-12-28,Standard Class,Amy Cox,Consumer,Queensland,Australia,APAC,Oceania,OFF-FA-10001115,Office Supplies,Fasteners,"Accos Push Pins, Assorted Sizes",72,10,0.4,-42.18,5.55,Medium,2014
ID-2014-82568,2014-12-23,2014-12-27,Standard Class,Sonia Sunley,Consumer,Queensland,Australia,APAC,Oceania,TEC-AC-10003987,Technology,Accessories,"Logitech Numeric Keypad, Programmable",57,2,0.4,-21.096,5.95,Medium,2014
CA-2014-115931,2014-12-23,2014-12-27,Standard Class,Jim Mitchum,Corporate,New Mexico,United States,US,West,TEC-PH-10001300,Technology,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",67,4,0.2,6.704,6.0,Medium,2014
ID-2014-54057,2014-12-23,2014-12-29,Standard Class,Barry Franz,Home Office,Bangkok,Thailand,APAC,Southeast Asia,OFF-PA-10004495,Office Supplies,Paper,"SanDisk Note Cards, Premium",16,1,0.47,0.8946,2.59,Low,2014
ES-2014-3352897,2014-12-23,2014-12-29,Standard Class,Carl Weiss,Home Office,England,United Kingdom,EU,North,OFF-EN-10003615,Office Supplies,Envelopes,"GlobeWeis Interoffice Envelope, with clear poly window",185,4,0.1,36.936,6.35,Medium,2014
MX-2014-159555,2014-12-23,2014-12-29,Standard Class,Charlotte Melton,Consumer,Managua,Nicaragua,LATAM,Central,OFF-EN-10002896,Office Supplies,Envelopes,"Jiffy Business Envelopes, Set of 50",26,2,0.0,6.24,4.55,Low,2014
IN-2014-55191,2014-12-23,2014-12-29,Standard Class,Alex Avila,Consumer,Tamil Nadu,India,APAC,Central Asia,OFF-BI-10004700,Office Supplies,Binders,"Cardinal Binder, Durable",46,3,0.0,13.32,2.57,Medium,2014
CA-2014-150910,2014-12-23,2014-12-29,Standard Class,Jack Lebron,Consumer,Tennessee,United States,US,South,OFF-AR-10001419,Office Supplies,Art,Newell 325,23,7,0.2,2.891,1.31,Medium,2014
CA-2014-104927,2014-12-23,2014-12-27,Standard Class,Alex Grayson,Consumer,Texas,United States,US,Central,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,26,5,0.2,9.072,2.33,Medium,2014
IN-2014-71480,2014-12-23,2014-12-27,Standard Class,Paul Van Hugh,Home Office,Victoria,Australia,APAC,Oceania,OFF-EN-10002630,Office Supplies,Envelopes,"Ames Business Envelopes, Recycled",60,5,0.1,18.03,7.01,High,2014
CA-2014-6810,2014-12-23,2014-12-23,Same Day,Vivian Mathis,Consumer,Manitoba,Canada,Canada,Canada,OFF-AVE-10002024,Office Supplies,Binders,"Avery Index Tab, Durable",7,1,0.0,1.71,0.04,Medium,2014
NI-2014-7820,2014-12-23,2014-12-29,Standard Class,Neil Ducich,Corporate,Anambra,Nigeria,Africa,Africa,OFF-WIL-10003774,Office Supplies,Binders,"Wilson Jones Index Tab, Economy",2,1,0.7,-2.865,0.26,Low,2014
CA-2014-115931,2014-12-23,2014-12-27,Standard Class,Jim Mitchum,Corporate,New Mexico,United States,US,West,OFF-AR-10000369,Office Supplies,Art,Design Ebony Sketching Pencil,4,3,0.0,1.0842,0.37,Medium,2014
CA-2014-104927,2014-12-23,2014-12-27,Standard Class,Alex Grayson,Consumer,Texas,United States,US,Central,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",6,5,0.8,-9.8115,0.42,Medium,2014
CA-2014-119193,2014-12-23,2014-12-25,First Class,Sally Knutson,Consumer,Ohio,United States,US,East,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,2,1,0.7,-1.3128,0.42,Critical,2014
ID-2014-54057,2014-12-23,2014-12-29,Standard Class,Barry Franz,Home Office,Bangkok,Thailand,APAC,Southeast Asia,OFF-ST-10002791,Office Supplies,Storage,"Tenex Shelving, Blue",58,2,0.47,-51.3804,0.56,Low,2014
CA-2014-8150,2014-12-23,2014-12-27,Standard Class,Larry Tron,Consumer,Quebec,Canada,Canada,Canada,OFF-AVE-10004308,Office Supplies,Binders,"Avery Binder, Durable",29,2,0.0,1.44,0.59,Medium,2014
IT-2014-1768456,2014-12-23,2014-12-27,Standard Class,Juliana Krohn,Consumer,Porto,Portugal,EU,South,OFF-AR-10000475,Office Supplies,Art,"Sanford Canvas, Blue",25,1,0.5,-10.62,0.64,Medium,2014
CA-2014-145310,2014-12-23,2014-12-25,Second Class,Jeremy Pistek,Consumer,Florida,United States,US,South,OFF-EN-10002621,Office Supplies,Envelopes,Staples,8,1,0.2,2.934,0.75,Critical,2014
CA-2014-115931,2014-12-23,2014-12-27,Standard Class,Jim Mitchum,Corporate,New Mexico,United States,US,West,OFF-ST-10000876,Office Supplies,Storage,Eldon Simplefile Box Office,37,3,0.0,10.4496,2.49,Medium,2014
ID-2014-74462,2014-12-23,2014-12-25,Second Class,Michael Chen,Consumer,National Capital,Philippines,APAC,Southeast Asia,OFF-AR-10000681,Office Supplies,Art,"Binney & Smith Sketch Pad, Water Color",27,1,0.45,-15.345,0.76,Medium,2014
ID-2014-54057,2014-12-23,2014-12-29,Standard Class,Barry Franz,Home Office,Bangkok,Thailand,APAC,Southeast Asia,OFF-LA-10002765,Office Supplies,Labels,"Harbour Creations Legal Exhibit Labels, Adjustable",9,2,0.47,-6.219,0.97,Low,2014
IN-2014-71480,2014-12-23,2014-12-27,Standard Class,Paul Van Hugh,Home Office,Victoria,Australia,APAC,Oceania,OFF-ST-10002714,Office Supplies,Storage,"Eldon Box, Industrial",29,3,0.1,9.918,1.03,High,2014
IT-2014-1768456,2014-12-23,2014-12-27,Standard Class,Juliana Krohn,Consumer,Porto,Portugal,EU,South,OFF-SU-10002346,Office Supplies,Supplies,"Elite Ruler, High Speed",21,3,0.5,-17.46,1.44,Medium,2014
MX-2014-159555,2014-12-23,2014-12-29,Standard Class,Charlotte Melton,Consumer,Managua,Nicaragua,LATAM,Central,OFF-PA-10003718,Office Supplies,Paper,"Xerox Memo Slips, Recycled",27,3,0.0,12.06,1.8,Low,2014
IT-2014-1768456,2014-12-23,2014-12-27,Standard Class,Juliana Krohn,Consumer,Porto,Portugal,EU,South,OFF-BI-10000346,Office Supplies,Binders,"Ibico 3-Hole Punch, Clear",30,2,0.5,-6.03,1.86,Medium,2014
CA-2014-150910,2014-12-23,2014-12-29,Standard Class,Jack Lebron,Consumer,Tennessee,United States,US,South,OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files,26,3,0.2,1.962,1.87,Medium,2014
CA-2014-146164,2014-12-23,2014-12-27,Standard Class,Charlotte Melton,Consumer,Minnesota,United States,US,Central,OFF-ST-10001228,Office Supplies,Storage,Personal File Boxes with Fold-Down Carry Handle,31,2,0.0,7.79,1.88,Medium,2014
CA-2014-115931,2014-12-23,2014-12-27,Standard Class,Jim Mitchum,Corporate,New Mexico,United States,US,West,OFF-LA-10001404,Office Supplies,Labels,Avery 517,18,5,0.0,8.6715,2.0,Medium,2014
SA-2014-2990,2014-12-23,2014-12-28,Second Class,Muhammed Lee,Consumer,Ar Riyad,Saudi Arabia,EMEA,EMEA,OFF-SME-10001149,Office Supplies,Storage,"Smead Folders, Single Width",18,1,0.0,5.43,2.01,Medium,2014
MX-2014-130778,2014-12-23,2014-12-30,Standard Class,Sung Chung,Consumer,Santa Ana,El Salvador,LATAM,Central,OFF-LA-10003337,Office Supplies,Labels,"Harbour Creations Removable Labels, Adjustable",29,4,0.0,5.44,2.24,Medium,2014
MX-2014-120117,2014-12-23,2014-12-29,Standard Class,Tom Zandusky,Corporate,Zacatecas,Mexico,LATAM,North,OFF-BI-10004195,Office Supplies,Binders,"Ibico Binder Covers, Durable",30,3,0.0,2.1,0.89,Medium,2014
ID-2014-45349,2014-12-23,2014-12-25,First Class,Patrick Bzostek,Home Office,Jakarta,Indonesia,APAC,Southeast Asia,OFF-SU-10001869,Office Supplies,Supplies,"Stiletto Scissors, Steel",49,4,0.47,-41.4588,7.35,High,2014
ID-2014-42717,2014-12-23,2014-12-27,Standard Class,Craig Leslie,Home Office,National Capital,Philippines,APAC,Southeast Asia,OFF-AR-10002392,Office Supplies,Art,"Binney & Smith Highlighters, Blue",18,2,0.45,-12.951,0.87,Medium,2014
MX-2014-120271,2014-12-23,2014-12-28,Standard Class,Pete Kriz,Consumer,Boyacá,Colombia,LATAM,South,OFF-SU-10001132,Office Supplies,Supplies,"Fiskars Trimmer, Serrated",130,5,0.0,40.3,8.07,Medium,2014
CA-2014-6550,2014-12-23,2014-12-25,Second Class,Stuart Van,Corporate,Quebec,Canada,Canada,Canada,OFF-STI-10000114,Office Supplies,Supplies,"Stiletto Letter Opener, High Speed",111,4,0.0,18.84,33.17,Critical,2014
ID-2014-42717,2014-12-23,2014-12-27,Standard Class,Craig Leslie,Home Office,National Capital,Philippines,APAC,Southeast Asia,TEC-AC-10000596,Technology,Accessories,"Enermax Memory Card, Erganomic",555,9,0.45,-30.51,35.69,Medium,2014
US-2014-154221,2014-12-23,2014-12-29,Standard Class,Jenna Caffey,Consumer,Santo Domingo,Dominican Republic,LATAM,Caribbean,TEC-CO-10003931,Technology,Copiers,"Hewlett Fax Machine, High-Speed",846,5,0.202,-214.2008,37.26,Medium,2014
ID-2014-74462,2014-12-23,2014-12-25,Second Class,Michael Chen,Consumer,National Capital,Philippines,APAC,Southeast Asia,TEC-AC-10000857,Technology,Accessories,"Belkin Router, Programmable",429,3,0.45,-171.7875,38.57,Medium,2014
ES-2014-1224526,2014-12-23,2014-12-23,Same Day,Tiffany House,Corporate,Apulia,Italy,EU,South,OFF-AR-10004519,Office Supplies,Art,"Boston Canvas, Fluorescent",220,4,0.0,39.48,39.58,Critical,2014
CA-2014-146164,2014-12-23,2014-12-27,Standard Class,Charlotte Melton,Consumer,Minnesota,United States,US,Central,FUR-TA-10004915,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",608,2,0.0,97.2032,45.39,Medium,2014
ES-2014-4717877,2014-12-23,2014-12-23,Same Day,Phillip Breyer,Corporate,Upper Normandy,France,EU,Central,FUR-BO-10000847,Furniture,Bookcases,"Dania Stackable Bookrack, Mobile",438,4,0.1,165.324,50.93,Medium,2014
CA-2014-120376,2014-12-23,2014-12-26,First Class,Theone Pippenger,Consumer,Michigan,United States,US,Central,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,412,2,0.0,70.006,57.12,High,2014
IN-2014-48814,2014-12-23,2014-12-30,Standard Class,Maria Etezadi,Home Office,New South Wales,Australia,APAC,Oceania,FUR-FU-10003918,Furniture,Furnishings,"Advantus Photo Frame, Black",381,8,0.1,139.776,58.71,Low,2014
ID-2014-54057,2014-12-23,2014-12-29,Standard Class,Barry Franz,Home Office,Bangkok,Thailand,APAC,Southeast Asia,TEC-CO-10003589,Technology,Copiers,"HP Fax Machine, Digital",566,3,0.37,-197.8038,72.58,Low,2014
CA-2014-119578,2014-12-23,2014-12-28,Second Class,Jason Gross,Corporate,Rhode Island,United States,US,East,OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener,695,6,0.0,34.758,86.2,Medium,2014
MX-2014-127208,2014-12-23,2014-12-26,First Class,Eudokia Martin,Corporate,San Salvador,El Salvador,LATAM,Central,TEC-AC-10001756,Technology,Accessories,"Memorex Numeric Keypad, USB",86,3,0.0,36.96,7.93,High,2014
CA-2014-155376,2014-12-23,2014-12-28,Standard Class,Sandra Glassco,Consumer,Missouri,United States,US,Central,OFF-AP-10001058,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,839,3,0.0,218.2518,95.19,Medium,2014
ES-2014-3352897,2014-12-23,2014-12-29,Standard Class,Carl Weiss,Home Office,England,United Kingdom,EU,North,FUR-BO-10002892,Furniture,Bookcases,"Safco Classic Bookcase, Mobile",2380,6,0.1,740.178,101.87,Medium,2014
IN-2014-48814,2014-12-23,2014-12-30,Standard Class,Maria Etezadi,Home Office,New South Wales,Australia,APAC,Oceania,FUR-BO-10000655,Furniture,Bookcases,"Dania Classic Bookcase, Traditional",1109,3,0.1,86.202,110.81,Low,2014
IR-2014-3310,2014-12-23,2014-12-30,Standard Class,Tim Brockman,Consumer,Qom,Iran,EMEA,EMEA,FUR-SAF-10002846,Furniture,Bookcases,"Safco Classic Bookcase, Pine",1758,4,0.0,70.32,120.72,Low,2014
